# prelude: .
# output_dir: search-report-compcert
# verbose: 0
# progress: True
# read_progress: False
# hardfail: False
# context_filter: None
# weightsfile: /home/zoe/Desktop/proverbot9001/bench/../data/polyarg-weights-compcert.dat
# predictor: None
# truncate_semicolons: True
# search_width: 5
# max_attempts: 10
# search_depth: 6
# hard_depth_limit: 200
# resume: True
# overwrite_mismatch: False
# max_print_term: None
# max_print_hyps: None
# max_print_subgoals: 2
# max_proof_time: 300
# max_tactic_time: 2
# linearize: False
# proof_times: None
# filenames: [PosixPath2('Fermat.v'), PosixPath2('Binomials.v'), PosixPath2('Rsa.v'), PosixPath2('MiscRsa.v'), PosixPath2('Divides.v')]
# use_hammer: False
# check_consistent: True
# show_failing_predictions: False
# count_failing_predictions: False
# count_softfail_predictions: False
# careful: False
# relevant_lemmas: local
# command_limit: None
# proof: None
# log_anomalies: None
# log_hard_anomalies: None
# num_threads: 4
"Theorem gcd_inv_Ol_aux : forall a b c : nat, gcd_spec a b c -> a = 0 -> b = c.",INCOMPLETE,18
"Theorem gcd_inv_Ol : forall a b : nat, gcd_spec 0 a b -> a = b.",INCOMPLETE,5
"Lemma gcd_ex : forall a b : nat, {r : nat | gcd_spec a b r}.",INCOMPLETE,53
"Lemma gcd_correct : forall a b : nat, gcd_spec a b (gcd a b).",INCOMPLETE,7
"Lemma gcd_spec_uniq :
 forall a b r1 r2 : nat, gcd_spec a b r1 -> gcd_spec a b r2 -> r1 = r2.",INCOMPLETE,54
"Lemma gcd_correct2 : forall a b r : nat, gcd_spec a b r -> gcd a b = r.",SUCCESS,6
"Lemma gcd_def0l : forall x : nat, gcd 0 x = x.",INCOMPLETE,6
"Lemma gcd_def0r : forall x : nat, gcd x 0 = x.",INCOMPLETE,6
"Lemma gcd_def1 : forall x : nat, gcd x x = x.",INCOMPLETE,11
"Lemma gcd_def2 : forall a b : nat, gcd a b = gcd a (b + a).",INCOMPLETE,27
"Lemma gcd_def3 : forall a b : nat, gcd a b = gcd (a + b) b.",INCOMPLETE,24
"Lemma gcd_is_gcd : forall a b : nat, is_gcd a b (gcd a b).",INCOMPLETE,55
"Lemma preEuclid :
 forall a b c m : nat,
 divides c (m * a) -> divides c (m * b) -> divides c (m * gcd a b).",INCOMPLETE,47
"Theorem L_Euclides :
 forall x a b : nat, is_gcd x a 1 -> divides x (a * b) -> divides x b.",INCOMPLETE,16
"Lemma L_Euclides1 :
 forall p a b : nat,
 prime p -> divides p (a * b) -> ~ divides p a -> divides p b.",INCOMPLETE,9
"Lemma L_Euclides2 :
 forall p a b : nat,
 prime p -> divides p (a * b) -> divides p a \/ divides p b.",INCOMPLETE,11
"Theorem div_power_prime :
 forall p w n : nat, prime p -> divides p (power w n) -> divides p w.",INCOMPLETE,50
"Lemma cong_ref : forall a : nat, congruent a a.",SUCCESS,5
"Lemma cong_sym : forall a b : nat, congruent a b -> congruent b a.",SUCCESS,7
"Lemma cong_trans :
 forall a b c : nat, congruent a b -> congruent b c -> congruent a c.",INCOMPLETE,14
"Lemma cong_mult_O : forall a b : nat, congruent a 0 -> congruent (a * b) 0.",INCOMPLETE,13
"Lemma cong_plus :
 forall a b c d : nat,
 congruent a b -> congruent c d -> congruent (a + c) (b + d).",INCOMPLETE,18
"Lemma cong_add :
 forall a b c : nat, congruent a b -> congruent (a + c) (b + c).",SUCCESS,10
"Lemma cong_times :
 forall a b c : nat, congruent a b -> congruent (a * c) (b * c).",INCOMPLETE,11
"Lemma cong_mult :
 forall a b c d : nat,
 congruent a b -> congruent c d -> congruent (a * c) (b * d).",INCOMPLETE,36
"Lemma cong_pow :
 forall a b c : nat, congruent a b -> congruent (power a c) (power b c).",SUCCESS,13
"Theorem congruent' :
 forall a b : nat, b <= a -> congruent a b -> exists k : nat, a = k * n + b.",INCOMPLETE,14
"Lemma cong1_le : forall x : nat, 1 < n -> congruent x 1 -> 1 <= x.",INCOMPLETE,26
"Lemma divides_cong : forall x : nat, divides n x -> congruent 0 x.",INCOMPLETE,8
"Theorem cong_divides :
 forall a b : nat, b <= a -> congruent a b -> divides n (a - b).",INCOMPLETE,13
